,median_rates,mean_rates,product_index,product_type,product_brand,product_name,product_price,average_rate,no_of_rates,seller,website,brand_to_num
223,0.0,0.0,H6628001_S_PS42-8MO,laptop,MSI,PS42-MODERN-8MO-I5,8250.0,0.0,0.0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/PS42MODERN8MOI5/p/H6628001_S_PS42-8MO,2901
224,0.0,0.0,H0661010_S_ALWA51M-R1982-W-W10,laptop,Alienware,"Area-51m(i9/32G/RAID0@1T+1T/RTX2080/17.3"")",43999.0,0.0,0.0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/Area51mi932GRAID01T1TRTX2080173/p/H0661010_S_ALWA51M-R1982-W-W10,2851
225,0.0,0.0,H5023002_S_20Q0S05E00,laptop,聯想,ThinkPad X390 13.3吋 8代i7 16G 極致靈巧商務手提電腦 (20Q0S05E00) - 全新機,13568.0,0.0,0.0,Protech-Computer,https://www.hktvmall.com/hktv/zh/main/Protech-Computer/s/H5023002/電子電器/電子電器/電腦及週邊設備/手提電腦/ThinkPad-X390-133吋-8代i7-16G-極致靈巧商務手提電腦-20Q0S05E00-全新機/p/H5023002_S_20Q0S05E00,3301
226,0.0,0.0,S1076001_S_193268289352,laptop,Lenovo ,IP S530-13IWL (81J7001MHH) 手提筆記型電腦,8243.0,0.0,0.0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/IP-S53013IWL-81J7001MHH-手提筆記型電腦/p/S1076001_S_193268289352,2501
227,0.0,0.0,H6603001_S_Acer_SF515_51T_7024_NX_H7QCF_002,laptop,ACER,"SF515 15.6"" IPS FHD i7-8565u 16G 512G SHARE Win10 Home (銀色)",8499.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/SF515-156-IPS-FHD-i78565u-16G-512G-SHARE-Win10-Home-銀色/p/H6603001_S_Acer_SF515_51T_7024_NX_H7QCF_002,3001
228,0.0,0.0,H5023001_S_80Y8001WHH,laptop,聯想,Yoga 920 8代 i7 星球大戰特別版(銀河帝國) (80Y8001WHH) - 開箱機,11999.0,0.0,0.0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/Yoga-920-8代-i7-星球大戰特別版銀河帝國-80Y8001WHH-開箱機/p/H5023001_S_80Y8001WHH,3301
229,0.0,0.0,H0661010_S_XPS13-9380-R1500-S-W10,laptop,Dell,"XPS13-9380 (i5/8G/256G SSD/13.3"")",10999.0,0.0,0.0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/XPS139380-i58G256G-SSD133/p/H0661010_S_XPS13-9380-R1500-S-W10,2951
230,0.0,0.0,H5866001_S_MR9U2ZP,laptop,APPLE,"2018 MacBook Pro 13"" 觸控欄 256GB 銀色",12888.0,0.0,0.0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-13-觸控欄-256GB-銀色/p/H5866001_S_MR9U2ZP,3251
231,0.0,0.0,H5023001_S_80Y8001XHH,laptop,聯想,Yoga 920 8代 i7 星球大戰特別版(反抗軍) (80Y8001XHH) - 開箱機,11999.0,0.0,0.0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/Yoga-920-8代-i7-星球大戰特別版反抗軍-80Y8001XHH-開箱機/p/H5023001_S_80Y8001XHH,3301
232,0.0,0.0,S1076001_S_193638388005,laptop,聯想,LENOVO L340-17IWL (81M0005MHH) 手提電腦,6900.0,0.0,0.0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-L34017IWL-81M0005MHH-手提電腦/p/S1076001_S_193638388005,3301
233,0.0,0.0,H0661010_S_XPS13-9380-R1700-S-W10,laptop,Dell,"XPS13-9380 (i7/8G/256G SSD/13.3"")",12999.0,0.0,0.0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/XPS139380-i78G256G-SSD133/p/H0661010_S_XPS13-9380-R1700-S-W10,2951
234,0.0,0.0,H6202001_S_Lat3400-i5-8G-256GSSD,laptop,Dell,Latitude 3400 i5-8265U/8G/256G SSD (現貨),6000.0,0.0,0.0,香港永盛科技有限公司,https://www.hktvmall.com/hktv/zh/main/香港永盛科技有限公司/s/H6202001/電子電器/電子電器/電腦及週邊設備/手提電腦/Latitude-3400-i58265U8G256G-SSD-現貨/p/H6202001_S_Lat3400-i5-8G-256GSSD,2951
235,0.0,0.0,H5899002_S_NS12A1HK005P,laptop,AVITA,"AVITA 12.5"" i5-7Y54 手提電腦 (澄空藍  )",4799.0,0.0,0.0,Avita,https://www.hktvmall.com/hktv/zh/main/Avita/s/H5899002/電子電器/電子電器/電腦及週邊設備/手提電腦/AVITA-125-i57Y54-手提電腦-澄空藍 -/p/H5899002_S_NS12A1HK005P,2051
236,0.0,0.0,H5866001_S_MR9V2ZPAC,laptop,APPLE,"2018 MacBook Pro 13"" 觸控欄 512GB 銀色連 AppleCare+ 3年保養服務",15888.0,0.0,0.0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-13-觸控欄-512GB-銀色連-AppleCare-3年保養服務/p/H5866001_S_MR9V2ZPAC,3251
237,0.0,0.0,H6603001_S_Acer_SF515_51T_57PL_NX_H7QCF_001,laptop,ACER,"SF515 15.6"" IPS FHD i5-8265u 8G 256G SHARE Win10 Home (銀色)",7299.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/SF515-156-IPS-FHD-i58265u-8G-256G-SHARE-Win10-Home-銀色/p/H6603001_S_Acer_SF515_51T_57PL_NX_H7QCF_001,3001
238,0.0,0.0,H6603001_S_ASUS_UX431FN_SP8502T,laptop,Asus,"ASUS UX431FN-SP8502T 14"" IPS 1920x1080 i7-8565u 16G 512G MX150-2G Win10 Home",8999.0,0.0,0.0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/ASUS-UX431FNSP8502T-14-IPS-1920x1080-i78565u-16G-512G-MX1502G-Win10-Home/p/H6603001_S_ASUS_UX431FN_SP8502T,2751
239,0.0,0.0,H5023002_S_80X6000WHH_BN,laptop,聯想,Yoga 720 7代 i5 方便易攜效能強勁筆電 (80X6000WHH) - 全新機,6499.0,0.0,0.0,Protech-Computer,https://www.hktvmall.com/hktv/zh/main/Protech-Computer/s/H5023002/電子電器/電子電器/電腦及週邊設備/手提電腦/Yoga-720-7代-i5-方便易攜效能強勁筆電-80X6000WHH-全新機/p/H5023002_S_80X6000WHH_BN,3301
240,0.0,0.0,S1076001_S_193638012245,laptop,聯想,LENOVO S145-14IWL (81MU00B7HH) 手提電腦,4899.0,0.0,0.0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-S14514IWL-81MU00B7HH-手提電腦/p/S1076001_S_193638012245,3301
241,0.0,0.0,H5899001_S_81DM005PHH,laptop,聯想,IdeaPad 330-17IKB (81DM005PHH) 手提電腦【入優惠碼 “R4CP350” 即時再減】,7799.0,0.0,0.0,Cyber-Pro,https://www.hktvmall.com/hktv/zh/main/Cyber-Pro/s/H5899001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-33017IKB-81DM005PHH-手提電腦入優惠碼-R4CP350-即時再減/p/H5899001_S_81DM005PHH,3301
242,0.0,0.0,H0762001_S_NP750XBE-X02HK-800160317,laptop,三星,"Notebook 7 筆記型電腦 (15.6"", i7-8565U, 16GB RAM, 512GB SSD, MX250, Win10 Home) NP750XBE-X02HK",11298.0,0.0,0.0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/Notebook-7-筆記型電腦-156-i78565U-16GB-RAM-512GB-SSD-MX250-Win10-Home-NP750XBEX02HK/p/H0762001_S_NP750XBE-X02HK-800160317,3351
243,0.0,0.0,S1076001_S_193386457251,laptop,聯想,LENOVO S340-14IWL (81N7007VHH) 手提電腦,6300.0,0.0,0.0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-S34014IWL-81N7007VHH-手提電腦/p/S1076001_S_193386457251,3301
244,0.0,0.0,S1076001_S_193638388029,laptop,聯想,LENOVO L340-17IWL (81M0005QHH) 手提電腦,7945.0,0.0,0.0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-L34017IWL-81M0005QHH-手提電腦/p/S1076001_S_193638388029,3301
245,0.0,0.0,S1076001_S_193638012238,laptop,聯想,LENOVO L340-15IWL (81LG00HPHH) 手提電腦,5580.0,0.0,0.0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-L34015IWL-81LG00HPHH-手提電腦/p/S1076001_S_193638012238,3301
246,0.0,0.0,H6628001_S_GS75-9SD,laptop,MSI,MSI GS75 Stealth 9SD 電競筆電,17500.0,0.0,0.0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/MSI-GS75-Stealth-9SD-電競筆電/p/H6628001_S_GS75-9SD,2901
247,0.0,0.0,H6628001_S_GE63-8SE,laptop,MSI,GE63 RAIDER RGB 8SE,16300.0,0.0,0.0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/GE63-RAIDER-RGB-8SE/p/H6628001_S_GE63-8SE,2901
248,0.0,0.0,H5899002_S_NS12A1HK004P,laptop,AVITA,"AVITA 12.5"" i5-7Y54 手提電腦 (烗彩綠)",4799.0,0.0,0.0,Avita,https://www.hktvmall.com/hktv/zh/main/Avita/s/H5899002/電子電器/電子電器/電腦及週邊設備/手提電腦/AVITA-125-i57Y54-手提電腦-烗彩綠/p/H5899002_S_NS12A1HK004P,2051
249,0.0,0.0,H0661010_S_XPS13-9380-R1700HW-W-W10,laptop,Dell,"XPS13-9380 (i7/16G/512G SSD/13.3"")",14999.0,0.0,0.0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/XPS139380-i716G512G-SSD133/p/H0661010_S_XPS13-9380-R1700HW-W-W10,2951
250,0.0,0.0,H0762001_S_NP750XBE-X01HK-800160316,laptop,三星,"Notebook 7 筆記型電腦 (15.6"", i5-8265U, 8GB RAM, 256GB SSD, MX250, Win10 Home) NP750XBE-X01HK",8898.0,0.0,0.0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/Notebook-7-筆記型電腦-156-i58265U-8GB-RAM-256GB-SSD-MX250-Win10-Home-NP750XBEX01HK/p/H0762001_S_NP750XBE-X01HK-800160316,3351
251,0.0,0.0,H5866001_S_MPXU2ZP,laptop,APPLE,13 吋 MacBook Pro 2.3GHz 處理器 256GB 儲存空間 銀色 (選取除舊服務),11488.0,0.0,0.0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/13-吋-MacBook-Pro-23GHz-處理器-256GB-儲存空間-銀色/p/H5866001_S_MPXU2ZP,3251
252,0.0,0.0,H6934001_S_XPS15-7590-R1940UO-S-W10,laptop,Dell,XPS15-7590-R1940UO-S-W10,18999.0,0.0,0.0,D--Century-Technology-Limited,https://www.hktvmall.com/hktv/zh/main/D--Century-Technology-Limited/s/H6934001/電子電器/電子電器/電腦及週邊設備/手提電腦/XPS157590R1940UOSW10/p/H6934001_S_XPS15-7590-R1940UO-S-W10,2951
253,0.0,0.0,H0762001_S_NP14N1HK001P-140160067,laptop,Nexstgo,"(14"" i5 8GB 256GB SSD Win10 Pro) Nexstgo NX101 筆記簿型電腦 (NP14N1HK001P)",7898.0,0.0,0.0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/14-i5-8GB-256GB-SSD-Win10-Pro-Nexstgo-NX101-筆記簿型電腦-NP14N1HK001P/p/H0762001_S_NP14N1HK001P-140160067,851
254,0.0,0.0,H5866001_S_MR972ZPAC,laptop,APPLE,"2018 MacBook Pro 15"" 觸控欄 512GB 銀色連 AppleCare+ 3年保養服務",22388.0,0.0,0.0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-15-觸控欄-512GB-銀色連-AppleCare-3年保養服務/p/H5866001_S_MR972ZPAC,3251
255,0.0,0.0,H6781001_S_WL-UG69DK7,laptop,WavLink,DisplayLink USB-C 5K輸出多功能擴展基座 HDMI / DisplayPort 雙4K輸出 千兆網口,1080.0,0.0,0.0,HK-GadGet-Mall,https://www.hktvmall.com/hktv/zh/main/HK-GadGet-Mall/s/H6781001/電子電器/電子電器/電腦及週邊設備/手提電腦/DisplayLink-USBC-5K輸出多功能擴展基座-HDMI-DisplayPort-雙4K輸出-千兆網口/p/H6781001_S_WL-UG69DK7,1201
256,0.0,0.0,H0661010_S_ALWA51M-R1762-B-W10,laptop,Alienware,"Area-51m(i7/16G/1T+256G/RTX2060/17.3"")",25999.0,0.0,0.0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/Area51mi716G1T256GRTX2060173/p/H0661010_S_ALWA51M-R1762-B-W10,2851
257,0.0,0.0,H5189001_S_AORUS5,laptop,GIGABYTE,Gigabyte AORUS 5,9299.0,0.0,0.0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/手提電腦/Gigabyte-AORUS-5/p/H5189001_S_AORUS5,2701
258,0.0,0.0,H5189001_S_AORUS15-SA,laptop,GIGABYTE,Gigabyte AORUS 15-SA,11999.0,0.0,0.0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/手提電腦/Gigabyte-AORUS-15SA/p/H5189001_S_AORUS15-SA,2701
259,0.0,0.0,H6934001_S_Ins3480-R1300HD-S-W10,laptop,Dell,Inspiron 14 3480 黑色,3699.0,0.0,0.0,D--Century-Technology-Limited,https://www.hktvmall.com/hktv/zh/main/D--Century-Technology-Limited/s/H6934001/電子電器/電子電器/電腦及週邊設備/手提電腦/Inspiron-14-3480-黑色/p/H6934001_S_Ins3480-R1300HD-S-W10,2951
260,0.0,0.0,H0661010_S_ALWA51M-R1982-B-W10,laptop,Alienware,"Area-51m(i9/32G/RAID0@1T+1T/RTX2080/17.3"")",43999.0,0.0,0.0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/Area51mi932GRAID01T1TRTX2080173/p/H0661010_S_ALWA51M-R1982-B-W10,2851
261,0.0,0.0,H5899001_S_81DM005NHH,laptop,聯想,IdeaPad 330-17IKB (81DM005NHH) 手提電腦,6799.0,0.0,0.0,Cyber-Pro,https://www.hktvmall.com/hktv/zh/main/Cyber-Pro/s/H5899001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-33017IKB-81DM005NHH-手提電腦/p/H5899001_S_81DM005NHH,3301
262,0.0,0.0,H6934001_S_ALWA51M-R1982-W-W10,laptop,Dell,ALWA51M-R1982-W-W10,38999.0,0.0,0.0,D--Century-Technology-Limited,https://www.hktvmall.com/hktv/zh/main/D--Century-Technology-Limited/s/H6934001/電子電器/電子電器/電腦及週邊設備/手提電腦/ALWA51MR1982WW10/p/H6934001_S_ALWA51M-R1982-W-W10,2951
263,0.0,0.0,H6628001_S_PS42-8RC,laptop,MSI,PS42-MODERN-8RC I7,15800.0,0.0,0.0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/PS42MODERN8RC-I7/p/H6628001_S_PS42-8RC,2901
264,0.0,0.0,H0661010_S_XPS13-9380-R1700W-W-W10,laptop,Dell,"XPS13-9380 (i7/8G/256G M.2 SSD/13.3"")",12999.0,0.0,0.0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/XPS139380-i78G256G-M2-SSD133/p/H0661010_S_XPS13-9380-R1700W-W-W10,2951
265,0.0,0.0,H5189001_S_AORUS15-XA,laptop,GIGABYTE,Gigabyte AORUS 15-XA,18499.0,0.0,0.0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/手提電腦/Gigabyte-AORUS-15XA/p/H5189001_S_AORUS15-XA,2701
266,0.0,0.0,H6628001_S_P65-9SE-4K,laptop,MSI,P65-9SE-4K,19800.0,0.0,0.0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/P659SE4K/p/H6628001_S_P65-9SE-4K,2901
267,0.0,0.0,H5189001_S_AORUS7,laptop,GIGABYTE,Gigabyte AORUS 7,11399.0,0.0,0.0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/手提電腦/Gigabyte-AORUS-7/p/H5189001_S_AORUS7,2701
268,0.0,0.0,H6629001_S_MS-NB-GS658SF-I7-16GS-207,laptop,MSI,"MSI GS65 Stealth 8SF (GeForce® RTX2070 with Max-Q Design, 8GB GDDR6) Gaming Notebook",21999.0,0.0,0.0,HKPlayer,https://www.hktvmall.com/hktv/zh/main/HKPlayer/s/H6629001/電子電器/電子電器/電腦及週邊設備/手提電腦/MSI-GS65-Stealth-8SF-GeForce-RTX2070-with-MaxQ-Design-8GB-GDDR6-Gaming-Notebook/p/H6629001_S_MS-NB-GS658SF-I7-16GS-207,2901
269,0.0,0.0,S1076001_S_193386667605,laptop,聯想,LENOVO L340-15IRH (81LK004CHH) 手提電腦,8640.0,0.0,0.0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-L34015IRH-81LK004CHH-手提電腦/p/S1076001_S_193386667605,3301
270,0.0,0.0,H5866001_S_MR9R2ZPAC,laptop,APPLE,"2018 MacBook Pro 13"" 觸控欄 512GB 太空灰連AppleCare+ 3年保養服務",15888.0,0.0,0.0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-13-觸控欄-512GB-太空灰連AppleCare-3年保養服務/p/H5866001_S_MR9R2ZPAC,3251
271,0.0,0.0,G5031001_S_MV972,laptop,APPLE,"13-inch MacBook Pro, 2.4GHz i5, 512GB (2019) - 太空灰 #HK行貨",15799.0,0.0,0.0,Metro-com,https://www.hktvmall.com/hktv/zh/main/Metro-com/s/G5031001/電子電器/電子電器/電腦及週邊設備/手提電腦/13inch-MacBook-Pro-24GHz-i5-512GB-2019-太空灰-HK行貨/p/G5031001_S_MV972,3251
272,0.0,0.0,H6628001_S_PS63-8M,laptop,MSI,PS63-MODERN-8RC,12800.0,0.0,0.0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/PS63MODERN8RC/p/H6628001_S_PS63-8M,2901
273,0.0,0.0,H6628001_S_GT75-9SG-i9,laptop,MSI,GT75 Titan 9SG i9 電競筆電,43800.0,0.0,0.0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/GT75-Titan-9SG-i9-電競筆電/p/H6628001_S_GT75-9SG-i9,2901
274,0.0,0.0,H5189001_S_AERO15-XA-i7-240Hz,laptop,GIGABYTE,Gigabyte AERO 15 XA i7 240Hz,20499.0,0.0,0.0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/手提電腦/Gigabyte-AERO-15-XA-i7-240Hz/p/H5189001_S_AERO15-XA-i7-240Hz,2701
275,0.0,0.0,S1076001_S_31PF0E9006QHH,laptop,聯想,LENOVO IDEACENTRE A340-22ICB (PF0E9006QHH) 手提電腦,6678.0,0.0,0.0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-IDEACENTRE-A34022ICB-PF0E9006QHH-手提電腦/p/S1076001_S_31PF0E9006QHH,3301
276,0.0,0.0,H5023002_S_80VR00AQHH_BN,laptop,聯想,Legion Y720 i7 16G 強勁遊戲手提電腦 (80VR00AQHH) - 全新機,8999.0,0.0,0.0,Protech-Computer,https://www.hktvmall.com/hktv/zh/main/Protech-Computer/s/H5023002/電子電器/電子電器/電腦及週邊設備/電競產品/電競筆電/Legion-Y720-i7-16G-強勁遊戲手提電腦-80VR00AQHH-全新機/p/H5023002_S_80VR00AQHH_BN,3301
277,0.0,0.0,H6628001_S_GS65-8RE,laptop,MSI,MSI GS65 8SE Stealth 電競輕薄筆電,19800.0,0.0,0.0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/MSI-GS65-8SE-Stealth-電競輕薄筆電/p/H6628001_S_GS65-8RE,2901
278,0.0,0.0,H6628001_S_GS75-9SG,laptop,MSI,GS75 Stealth 9SG 電競筆電,30800.0,0.0,0.0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/GS75-Stealth-9SG-電競筆電/p/H6628001_S_GS75-9SG,2901
279,0.0,0.0,H6628001_S_GS75-9SE,laptop,MSI,MSI GS75 Stealth 9SE 電競筆電,20800.0,0.0,0.0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/MSI-GS75-Stealth-9SE-電競筆電/p/H6628001_S_GS75-9SE,2901
280,0.0,0.0,H0661010_S_ALW15M-R2762-S-W10,laptop,Alienware,"M15 (i7/16G/1T+256G/RTX2060/15.6"")",19999.0,0.0,0.0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/M15-i716G1T256GRTX2060156/p/H0661010_S_ALW15M-R2762-S-W10,2851
281,0.0,0.0,H6628001_S_P65-9SF,laptop,MSI,P65-CREATOR-9SF,18800.0,0.0,0.0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/P65CREATOR9SF/p/H6628001_S_P65-9SF,2901
282,0.0,0.0,H6629001_S_MS-NC-GS658SE-I7-16GS-206,laptop,MSI,"MSI GS65 Stealth 8SE (GeForce® RTX 2060 ,GDDR6 6GB) Gaming Notebook",18999.0,0.0,0.0,HKPlayer,https://www.hktvmall.com/hktv/zh/main/HKPlayer/s/H6629001/電子電器/電子電器/電腦及週邊設備/手提電腦/MSI-GS65-Stealth-8SE-GeForce-RTX-2060-GDDR6-6GB-Gaming-Notebook/p/H6629001_S_MS-NC-GS658SE-I7-16GS-206,2901
283,0.0,0.0,H0661010_S_ALW15M-R2980-S-W10,laptop,Alienware,"M15 (i9/32G/1T/RTX2080/15.6"")",34999.0,0.0,0.0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/M15-i932G1TRTX2080156/p/H0661010_S_ALW15M-R2980-S-W10,2851
284,0.0,0.0,H0762001_S_NP760XBE-X01HK-800160318,laptop,三星,"Notebook 7 Force 筆記型電腦 (15.6"", i7-8565U, 16GB RAM, 512GB SSD, GTX1650, Win10 Home) NP760XBE-X01HK",12598.0,0.0,0.0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/Notebook-7-Force-筆記型電腦-156-i78565U-16GB-RAM-512GB-SSD-GTX1650-Win10-Home-NP760XBEX01HK/p/H0762001_S_NP760XBE-X01HK-800160318,3351
285,0.0,0.0,H0762001_S_NP950XBE-X01HK-800160311,laptop,三星,(15 MX150 i7 8GB 256GB NVMe SSD Win10) Notebook 9 Always (NP950XBE-X01HK) 筆記簿型電腦,12998.0,0.0,0.0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/15-MX150-i7-8GB-256GB-NVMe-SSD-Win10-Notebook-9-Always-NP950XBEX01HK-筆記簿型電腦/p/H0762001_S_NP950XBE-X01HK-800160311,3351
286,0.0,0.0,H5866001_S_MR942ZP,laptop,APPLE,"2018 MacBook Pro 15"" 觸控欄 512GB 太空灰",19788.0,0.0,0.0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-15-觸控欄-512GB-太空灰/p/H5866001_S_MR942ZP,3251
287,0.0,0.0,H5866001_S_MR942ZPAC,laptop,APPLE,"2018 MacBook Pro 15"" 觸控欄 512GB 太空灰連 AppleCare+ 3年保養服務",22388.0,0.0,0.0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-15-觸控欄-512GB-太空灰連-AppleCare-3年保養服務/p/H5866001_S_MR942ZPAC,3251
288,0.0,0.0,H5866001_S_MR962ZPAC,laptop,APPLE,"2018 MacBook Pro 15"" 觸控欄 256GB 銀色連 AppleCare+ 3年保養",18398.0,0.0,0.0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/2018-MacBook-Pro-15-觸控欄-256GB-銀色連-AppleCare-3年保養/p/H5866001_S_MR962ZPAC,3251
