,Unnamed: 0,product_index,product_type,product_brand,product_name,product_price,average_rate,no_of_rates,seller,website
53,53,H5866001_S_MQD32ZPAPPLECARE,laptop,APPLE,13 吋 MacBook Air 1.8GHz 處理器 128GB 儲存空間 (選取除舊服務),9456.0,0.0,0,In-Smart-Digital,https://www.hktvmall.com/hktv/zh/main/In-Smart-Digital/s/H5866001/電子電器/電子電器/電腦及週邊設備/手提電腦/13-吋-MacBook-Air-18GHz-處理器-128GB-儲存空間/p/H5866001_S_MQD32ZPAPPLECARE
54,54,H6603001_S_ASUS_E203MA_PE4005T,laptop,Asus,"ASUS E203MA 11.6"" HD N4000 4G 128G WIN10 Home (粉紅色)",3299.0,0.0,0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/ASUS-E203MA-116-HD-N4000-4G-128G-WIN10-Home-粉紅色/p/H6603001_S_ASUS_E203MA_PE4005T
55,55,H6603001_S_ASUS_E203MA_WE4003T,laptop,Asus,"ASUS E203MA 11.6"" HD N4000 4G 128G WIN10 Home (白色)",3299.0,0.0,0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/ASUS-E203MA-116-HD-N4000-4G-128G-WIN10-Home-白色/p/H6603001_S_ASUS_E203MA_WE4003T
56,56,H6997001_S_LENOVO_I7_T430_16GB,laptop,Lenovo ,Lenovo 聯想 ThinkPad T430 i7-3320M CPU 16GB RAM 256GB SSD 手提電腦 notebook computer [官方認證翻新機],5300.0,0.0,0,B&F,https://www.hktvmall.com/hktv/zh/main/B&F/s/H6997001/電子電器/電子電器/電腦及週邊設備/手提電腦/Lenovo-聯想-ThinkPad-T430-i73320M-CPU-16GB-RAM-256GB-SSD-手提電腦-notebook-computer-官方認證翻新機/p/H6997001_S_LENOVO_I7_T430_16GB
57,57,H6603001_S_Aspire_SF114_32_P7FY_NX_GXTCF_003,laptop,ACER,"SF114 14"" FHD N5000 4G 128G SHARE Win10 S mode (金色)",2999.0,0.0,0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/SF114-14-FHD-N5000-4G-128G-SHARE-Win10-S-mode-金色/p/H6603001_S_Aspire_SF114_32_P7FY_NX_GXTCF_003
58,58,H5023001_S_20F6A035HH,laptop,聯想,ThinkPad X260 i5 輕便商務手提電腦 (20F6A035HH) - 高質陳列品,5799.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/ThinkPad-X260-i5-輕便商務手提電腦-20F6A035HH-高質陳列品/p/H5023001_S_20F6A035HH
59,59,S1076001_S_193268301191,laptop,聯想,LENOVO IP S530-13IWL 手提筆記型電腦,6680.0,5.0,1,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-IP-S53013IWL-手提筆記型電腦/p/S1076001_S_193268301191
0,0,H5023001_S_80WK000SHH,laptop,聯想,Legion Y520-15IKBN Core i5 配備GTX1050 顯卡電競手提電腦 (80WK000SHH) - 高質陳列品,5999.0,5.0,1,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/電競產品/電競筆電/Legion-Y52015IKBN-Core-i5-配備GTX1050-顯卡電競手提電腦-80WK000SHH-高質陳列品/p/H5023001_S_80WK000SHH
1,1,H0800001_S_U728U5B,laptop,Fujitsu,U728U5B 日本制造手提電腦[HKTVmall獨家3年保養] i5-8250 8GB 256GB WIN10 Home 1.12Kg,7998.0,0.0,0,Mobile-Computer-Land-Limited,https://www.hktvmall.com/hktv/zh/main/Mobile-Computer-Land-Limited/s/H0800001/電子電器/電子電器/電腦及週邊設備/手提電腦/U728U5B-日本制造手提電腦HKTVmall獨家3年保養-i58250-8GB-256GB-WIN10-Home-112Kg/p/H0800001_S_U728U5B
2,2,H6603001_S_Samsung_NP900X3J_K02HK,laptop,三星,"NP900X3J-K02HK 13.3"" FHD i5-7200u 8G 256G SHARE Win10 Home (銀色)",6899.0,0.0,0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP900X3JK02HK-133-FHD-i57200u-8G-256G-SHARE-Win10-Home-銀色/p/H6603001_S_Samsung_NP900X3J_K02HK
3,3,H5023001_S_81J2001AHH,laptop,聯想,IdeaPad S130-14IGM 經濟型 14 吋超薄手提電腦 (81J2001AHH) - 高質陳列品,2699.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-S13014IGM-經濟型-14-吋超薄手提電腦-81J2001AHH-高質陳列品/p/H5023001_S_81J2001AHH
4,4,S1076001_S_193386316664,laptop,聯想,LENOVO C340-14IWL (81N4003LHH) 手提電腦,7500.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-C34014IWL-81N4003LHH-手提電腦/p/S1076001_S_193386316664
5,5,S1116001_S_8819,laptop,BlueBeach,手提電腦鎖 筆記本電腦防盜 4位組合安全密碼鎖 鋼索鎖,86.0,5.0,1,Bluebeach-Trading-Company-Ltd,https://www.hktvmall.com/hktv/zh/main/Bluebeach-Trading-Company-Ltd/s/S1116001/家品傢俬/家品傢俬/家用工具/五金工具/鎖/手提電腦鎖-筆記本電腦防盜-4位組合安全密碼鎖-鋼索鎖/p/S1116001_S_8819
6,6,H6603001_S_ASUS_E203MA_AE4001T,laptop,Asus,"ASUS E203MA 11.6"" HD N4000 4G 128G WIN10 Home (灰色)",3299.0,0.0,0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/ASUS-E203MA-116-HD-N4000-4G-128G-WIN10-Home-灰色/p/H6603001_S_ASUS_E203MA_AE4001T
7,7,H5807001_S_4895076203471,laptop,快譯通,L1 學習機教材套裝,3401.0,3.0,1,Unstoppable,https://www.hktvmall.com/hktv/zh/main/Unstoppable/s/H5807001/電子電器/電子電器/電腦及週邊設備/手提電腦/L1-學習機教材套裝/p/H5807001_S_4895076203471
8,8,H5023001_S_80M5006SHH,laptop,聯想,IdeaPad U31-70 128GB 手提電腦 (80M5006SHH) - 高質陳列品,3599.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-U3170-128GB-手提電腦-80M5006SHH-高質陳列品/p/H5023001_S_80M5006SHH
9,9,H5023001_S_80SW001NHH,laptop,聯想,IdeaPad 710S-13ISK Core i5 配SSD硬盤筆記本電腦 (80SW001NHH) - 高質陳列品,5399.0,5.0,1,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-710S13ISK-Core-i5-配SSD硬盤筆記本電腦-80SW001NHH-高質陳列品/p/H5023001_S_80SW001NHH
10,10,H6781001_S_WL-UG69PD2,laptop,WavLink,DisplayLink USB-C 5K輸出多功能擴展基座 60W PD USB-PD 供電 HDMI / DisplayPort 雙4K輸出,1580.0,0.0,0,HK-GadGet-Mall,https://www.hktvmall.com/hktv/zh/main/HK-GadGet-Mall/s/H6781001/電子電器/電子電器/電腦及週邊設備/手提電腦/DisplayLink-USBC-5K輸出多功能擴展基座-60W-PD-USBPD-供電-HDMI-DisplayPort-雙4K輸出/p/H6781001_S_WL-UG69PD2
11,11,H6603001_S_ASUS_UX431FN_SP8201T,laptop,Asus,"ASUS UX431FN-SP8201T 14"" IPS 1920x1080 i5-8265u 8G 256G MX150-2G Win10 Home",7199.0,0.0,0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/ASUS-UX431FNSP8201T-14-IPS-1920x1080-i58265u-8G-256G-MX1502G-Win10-Home/p/H6603001_S_ASUS_UX431FN_SP8201T
12,12,H6603001_S_Samsung_NP530XBB_K03HK,laptop,三星,"NP530XBB-K02 13.3"" FHD N5000 4G 128G SHARE Win10 Home (黑色)",3699.0,0.0,0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP530XBBK02-133-FHD-N5000-4G-128G-SHARE-Win10-Home-黑色/p/H6603001_S_Samsung_NP530XBB_K03HK
13,13,H5023001_S_80QL008RHH_M7,laptop,聯想,Miix 700 12吋 2合1平板電腦配備 2K FHD+ IPS 觸屏及240G SSD閃存 (80QL008RHH_M7) - 高質陳列品,4999.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/Miix-700-12吋-2合1平板電腦配備-2K-FHD-IPS-觸屏及240G-SSD閃存-80QL008RHHM7-高質陳列品/p/H5023001_S_80QL008RHH_M7
14,14,H5023001_S_80XL006MHH,laptop,聯想,IdeaPad 320-15IKB 15吋全高清 筆記本電腦 (80XL006MHH) - 高質陳列品,4099.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-32015IKB-15吋全高清-筆記本電腦-80XL006MHH-高質陳列品/p/H5023001_S_80XL006MHH
15,15,H5807001_S_4895076203488,laptop,快譯通,Disney兩文三語兒童點讀套裝,1406.0,0.0,0,Unstoppable,https://www.hktvmall.com/hktv/zh/main/Unstoppable/s/H5807001/電子電器/電子電器/電腦及週邊設備/手提電腦/Disney兩文三語兒童點讀套裝/p/H5807001_S_4895076203488
16,16,H6300001_S_736TB502T,laptop,MEC,TB502T 玻璃檯,178.0,0.0,0,毅進易電腦有限公司,https://www.hktvmall.com/hktv/zh/main/毅進易電腦有限公司/s/H6300001/家品傢俬/家品傢俬/傢俬/客廳/摺檯-茶几/TB502T-玻璃檯/p/H6300001_S_736TB502T
17,17,H5899002_S_NS12A1HK002P,laptop,AVITA,"AVITA 12.5"" i5-7Y54 手提電腦 (花漾粉紅)",4799.0,0.0,0,Avita,https://www.hktvmall.com/hktv/zh/main/Avita/s/H5899002/電子電器/電子電器/電腦及週邊設備/手提電腦/AVITA-125-i57Y54-手提電腦-花漾粉紅/p/H5899002_S_NS12A1HK002P
18,18,H5023001_S_20HN0041HH,laptop,聯想,ThinkPad X270 i5 輕便商務手提電腦 (20HN0041HH) - 開箱機,6699.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/ThinkPad-X270-i5-輕便商務手提電腦-20HN0041HH-開箱機/p/H5023001_S_20HN0041HH
19,19,H0661010_S_ALW15C-R5982U-S-W10,laptop,Alienware,"15 R4 (i9/32G/1T+512G/GTX1080MQ/15.6"")",25599.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/15-R4-i932G1T512GGTX1080MQ156/p/H0661010_S_ALW15C-R5982U-S-W10
20,20,H5023001_S_80VF00AHHH,laptop,聯想,YOGA 910-13IKB Core i7 FHD 配 256G SSD 超級本電腦 (80VF00AHHH) - 高質陳列品,7999.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/YOGA-91013IKB-Core-i7-FHD-配-256G-SSD-超級本電腦-80VF00AHHH-高質陳列品/p/H5023001_S_80VF00AHHH
21,21,H0800001_S_P728T501B,laptop,Fujitsu,P728UT501B 日本制造手提電腦[HKTVmall獨家3年保養] i5-8250 8GB 256GB WIN10 Home 360° Foldable 2 in 1 device,8998.0,0.0,0,Mobile-Computer-Land-Limited,https://www.hktvmall.com/hktv/zh/main/Mobile-Computer-Land-Limited/s/H0800001/電子電器/電子電器/電腦及週邊設備/手提電腦/P728UT501B-日本制造手提電腦HKTVmall獨家3年保養-i58250-8GB-256GB-WIN10-Home-360-Foldable-2-in-1-device/p/H0800001_S_P728T501B
22,22,H0762001_S_Acer-SF314-56G-51AX-007160311,laptop,ACER,"Swift 3 筆記型電腦 (14"", i5-8265U, 8GB RAM, 125GB SSD, 1TB HDD, MX150, Win 10) SF314-56G-51AX",5598.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/Swift-3-筆記型電腦-14-i58265U-8GB-RAM-125GB-SSD-1TB-HDD-MX150-Win-10-SF31456G51AX/p/H0762001_S_Acer-SF314-56G-51AX-007160311
23,23,H5023001_S_81F500BPHH,laptop,聯想,IDEAPAD 330S-15IKB 8代i5 獨顯 纖巧高效筆記簿型電腦 (81F500BPHH) - 高質陳列品,4299.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/IDEAPAD-330S15IKB-8代i5-獨顯-纖巧高效筆記簿型電腦-81F500BPHH-高質陳列品/p/H5023001_S_81F500BPHH
24,24,H6202001_S_Lat3490-i5-8G-256GSSD,laptop,Dell,Latitude 3400 i5-8265U/8G/256G SSD (現貨),6000.0,0.0,0,香港永盛科技有限公司,https://www.hktvmall.com/hktv/zh/main/香港永盛科技有限公司/s/H6202001/電子電器/電子電器/電腦及週邊設備/手提電腦/Latitude-3400-i58265U8G256G-SSD-現貨/p/H6202001_S_Lat3490-i5-8G-256GSSD
25,25,H0800001_S_U937K701B,laptop,Fujitsu,"LifeBook U937 日本制造 Core i7 /12GB / 256G SSD /920g / 13.3"" FHD  [陳列品]",6998.0,0.0,0,Mobile-Computer-Land-Limited,https://www.hktvmall.com/hktv/zh/main/Mobile-Computer-Land-Limited/s/H0800001/電子電器/電子電器/電腦及週邊設備/手提電腦/LifeBook-U937-日本制造-Core-i7-12GB-256G-SSD-920g-133-FHD-陳列品/p/H0800001_S_U937K701B
26,26,H6603001_S_Samsung_NP530XBB_K02HK,laptop,三星,"NP530XBB-K02 13.3"" FHD N5000 4G 128G SHARE Win10 Home (粉紅色)",3699.0,0.0,0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP530XBBK02-133-FHD-N5000-4G-128G-SHARE-Win10-Home-粉紅色/p/H6603001_S_Samsung_NP530XBB_K02HK
27,27,H6603001_S_Samsung_NP900X3J_K01HK,laptop,三星,"NP900X3J-K01HK 13.3"" FHD i7-7500u 8G 512G SHARE Win10 Home (銀色)",7699.0,0.0,0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP900X3JK01HK-133-FHD-i77500u-8G-512G-SHARE-Win10-Home-銀色/p/H6603001_S_Samsung_NP900X3J_K01HK
28,28,H6603001_S_Samsung_NP530XBB_K01HK,laptop,三星,"NP530XBB-K01 13.3"" FHD N5000 4G 128G SHARE Win10 Home  (白色)",3699.0,0.0,0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/NP530XBBK01-133-FHD-N5000-4G-128G-SHARE-Win10-Home-白色/p/H6603001_S_Samsung_NP530XBB_K01HK
29,29,H5023001_S_80Y7000NHH,laptop,聯想,Yoga 920 8代 i5 8G (80Y7000NHH) - 開箱機,8099.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/Yoga-920-8代-i5-8G-80Y7000NHH-開箱機/p/H5023001_S_80Y7000NHH
30,30,H6781001_S_WL-UHP3405M-D,laptop,WavLink,Thunderbolt 3 USB-C 7合1 擴充器 (Macbook Pro專用) 4K HDMI / 讀咭器 / USB-C + USB3.0 接口【香港行貨】,299.0,0.0,0,HK-GadGet-Mall,https://www.hktvmall.com/hktv/zh/main/HK-GadGet-Mall/s/H6781001/電子電器/電子電器/電腦及週邊設備/手提電腦/Thunderbolt-3-USBC-7合1-擴充器-Macbook-Pro專用-4K-HDMI-讀咭器-USBC-USB30-接口香港行貨/p/H6781001_S_WL-UHP3405M-D
31,31,S1116001_S_8809,laptop,BlueBeach,筆記本散熱器 大風量筆記本散熱底座 手機散熱器 帶可調節支架的USB風扇,265.0,3.0,1,Bluebeach-Trading-Company-Ltd,https://www.hktvmall.com/hktv/zh/main/Bluebeach-Trading-Company-Ltd/s/S1116001/電子電器/電子電器/電腦及週邊設備/其他電腦產品/散熱配件/筆記本散熱器-大風量筆記本散熱底座-手機散熱器-帶可調節支架的USB風扇/p/S1116001_S_8809
32,32,H6781001_S_WL-UG69DK1,laptop,WavLink,5K Dual 4K DisplayLink USBC 多功能擴展基座 HDMI / DisplayPort 輸出 千兆網口 USB hub UG69DK1 原裝行貨 一年保養,1188.0,0.0,0,HK-GadGet-Mall,https://www.hktvmall.com/hktv/zh/main/HK-GadGet-Mall/s/H6781001/電子電器/電子電器/電腦及週邊設備/手提電腦/5K-Dual-4K-DisplayLink-USBC-多功能擴展基座-HDMI-DisplayPort-輸出-千兆網口-USB-hub-UG69DK1-原裝行貨-一年保養/p/H6781001_S_WL-UG69DK1
33,33,S1116001_S_7663,laptop,BlueBeach,筆記本電腦升降支架 超高品質 鋁合金 可調節不同高度 適用於17寸以下筆記本電腦 Apple MacBook,480.0,3.5,2,Bluebeach-Trading-Company-Ltd,https://www.hktvmall.com/hktv/zh/main/Bluebeach-Trading-Company-Ltd/s/S1116001/電子電器/電子電器/電腦及週邊設備/其他電腦產品/Mac專用配件/筆記本電腦升降支架-超高品質-鋁合金-可調節不同高度-適用於17寸以下筆記本電腦-Apple-MacBook/p/S1116001_S_7663
34,34,H5023001_S_80MK006DHH,laptop,聯想,YOGA 900-13ISK Core i5 3K 超級本電腦 (80MK006DHH) - 高質陳列品,6699.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/YOGA-90013ISK-Core-i5-3K-超級本電腦-80MK006DHH-高質陳列品/p/H5023001_S_80MK006DHH
35,35,H0661010_S_ALW15C-R5782-B-W10,laptop,Alienware,"15 R4 (i7/16G/1T+256G/GTX1070OC/15.6"")",15999.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/15-R4-i716G1T256GGTX1070OC156/p/H0661010_S_ALW15C-R5782-B-W10
36,36,H5023001_S_20J10042HH,laptop,聯想,ThinkPad 13 (第二代) i5-7200U 8G 輕便商務手提電腦 (20J10042HH) - 高質陳列品,5499.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/ThinkPad-13-第二代-i57200U-8G-輕便商務手提電腦-20J10042HH-高質陳列品/p/H5023001_S_20J10042HH
37,37,S1076001_S_192940033245,laptop,聯想,IDEAPAD 330S-15IKB  筆記型電腦,6173.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/IDEAPAD-330S15IKB-筆記型電腦/p/S1076001_S_192940033245
38,38,H0710001_S_TSB943,laptop,Targus,"Work + Play Rackets 15.6"" Laptop Backpack",550.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/電子電器/電子電器/電腦及週邊設備/手提電腦/Work-Play-Rackets-156-Laptop-Backpack/p/H0710001_S_TSB943
39,39,H6603001_S_Acer_SF515_51T_570G_NX_H69CF_001,laptop,ACER,"SF515 15.6"" IPS FHD i5-8265u 8G 256G SHARE Win10 Home (藍色)",7299.0,0.0,0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/SF515-156-IPS-FHD-i58265u-8G-256G-SHARE-Win10-Home-藍色/p/H6603001_S_Acer_SF515_51T_570G_NX_H69CF_001
40,40,H6628001_S_GF63-8SC,laptop,MSI,MSI GF63 8RC 電競筆電,10800.0,0.0,0,G2-SYSTEM-LIMITED,https://www.hktvmall.com/hktv/zh/main/G2-SYSTEM-LIMITED/s/H6628001/電子電器/電子電器/電腦及週邊設備/手提電腦/MSI-GF63-8RC-電競筆電/p/H6628001_S_GF63-8SC
41,41,H0800001_S_911MK702S,laptop,THUNDEROBOT,911M-K702S 15.6吋 專業電競筆電 i7-8750H GTX1050TI 128GB SSD +1TB HDD [陳列品],5998.0,0.0,0,Mobile-Computer-Land-Limited,https://www.hktvmall.com/hktv/zh/main/Mobile-Computer-Land-Limited/s/H0800001/電子電器/電子電器/電腦及週邊設備/手提電腦/911MK702S-156吋-專業電競筆電-i78750H-GTX1050TI-128GB-SSD-1TB-HDD-陳列品/p/H0800001_S_911MK702S
42,42,H5023002_S_81MU00B8HH,laptop,聯想,IdeaPad S145 14吋 獨顯 i5 8G 256 SSD 手提電腦 (81MU00B8HH),5199.0,0.0,0,Protech-Computer,https://www.hktvmall.com/hktv/zh/main/Protech-Computer/s/H5023002/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-S145-14吋-獨顯-i5-8G-256-SSD-手提電腦-81MU00B8HH/p/H5023002_S_81MU00B8HH
43,43,H0800001_S_ST-PLUS-X01,laptop,THUNDEROBOT,ST-PLUS-X01 15.6吋 專業電競筆電 i7-7700HQ GTX1050 256GB SSD + 1000GB HDD,6298.0,0.0,0,Mobile-Computer-Land-Limited,https://www.hktvmall.com/hktv/zh/main/Mobile-Computer-Land-Limited/s/H0800001/電子電器/電子電器/電腦及週邊設備/手提電腦/STPLUSX01-156吋-專業電競筆電-i77700HQ-GTX1050-256GB-SSD-1000GB-HDD/p/H0800001_S_ST-PLUS-X01
44,44,H5023001_S_80X2006GHH,laptop,聯想,IdeaPad 520S-14IKB (80X2006GHH) I5-7200u 雙硬盤筆記本電腦  - 高質陳列品,4499.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-520S14IKB-80X2006GHH-I57200u-雙硬盤筆記本電腦-高質陳列品/p/H5023001_S_80X2006GHH
45,45,S1076001_S_193268289345,laptop,Lenovo ,IP S530-13IWL (81J7001LHH)手提筆記型電腦,7273.0,5.0,1,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/IP-S53013IWL-81J7001LHH手提筆記型電腦/p/S1076001_S_193268289345
46,46,H0661010_S_13L-R2500-P-W10,laptop,Dell,"Inspiron 13-5370 Pink (i3/8G/256G/13.3"" IPS)",5749.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/Inspiron-135370-Pink-i38G256G133-IPS/p/H0661010_S_13L-R2500-P-W10
47,47,H0710001_S_PA243,laptop,Targus,便攜式筆記本電腦散熱板 LapDesk,128.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/電子電器/電子電器/電腦及週邊設備/手提電腦/便攜式筆記本電腦散熱板-LapDesk/p/H0710001_S_PA243
48,48,H5899002_S_NS13A1HK093P,laptop,AVITA,"AVITA 13"" N4200 手提電腦 (澄空藍  )",2899.0,0.0,0,Avita,https://www.hktvmall.com/hktv/zh/main/Avita/s/H5899002/電子電器/電子電器/電腦及週邊設備/手提電腦/AVITA-13-N4200-手提電腦-澄空藍 -/p/H5899002_S_NS13A1HK093P
49,49,H5023001_S_80VR00AQHH,laptop,聯想,Legion Y720 i7 16G 強勁遊戲手提電腦 (80VR00AQHH) - 高質陳列品,10599.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/電競產品/電競筆電/Legion-Y720-i7-16G-強勁遊戲手提電腦-80VR00AQHH-高質陳列品/p/H5023001_S_80VR00AQHH
50,50,S1076001_S_193386457664,laptop,聯想,C340-14IWL (81N4005FHH) 筆記型電腦,8580.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/C34014IWL-81N4005FHH-筆記型電腦/p/S1076001_S_193386457664
51,51,H0710001_S_TSB911,laptop,Targus,"CitySmart Multi-Fit Essential 背包 12""-15.6"" TSB911AP",390.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/時尚服飾/男士服飾/袋-銀包/背囊/CitySmart-MultiFit-Essential-背包-12156-TSB911AP/p/H0710001_S_TSB911
52,52,H0762001_S_Acer-SF314-55G-59BG-007160326,laptop,ACER,"Swift 3 筆記型電腦 (14"", i5-8265U, 8GB RAM, 512GB SSD, MX250, Win10 Home) SF314-55G-59BG",6198.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/Swift-3-筆記型電腦-14-i58265U-8GB-RAM-512GB-SSD-MX250-Win10-Home-SF31455G59BG/p/H0762001_S_Acer-SF314-55G-59BG-007160326
53,53,H0661010_S_13L-R2500-S-W10,laptop,Dell,"Inspiron 13-5370 Silver (i3/8G/256G/13.3"" IPS)",5849.0,0.0,0,DELL,https://www.hktvmall.com/hktv/zh/main/DELL/s/H0661010/電子電器/電子電器/電腦及週邊設備/手提電腦/Inspiron-135370-Silver-i38G256G133-IPS/p/H0661010_S_13L-R2500-S-W10
54,54,H0800001_S_U758K501B,laptop,Fujitsu,"U758K501B 日本制造手提電腦 15.6"" 4K Mon  i5-8250 8GB 256GB WIN10 Home",8998.0,0.0,0,Mobile-Computer-Land-Limited,https://www.hktvmall.com/hktv/zh/main/Mobile-Computer-Land-Limited/s/H0800001/電子電器/電子電器/電腦及週邊設備/手提電腦/U758K501B-日本制造手提電腦-156-4K-Mon-i58250-8GB-256GB-WIN10-Home/p/H0800001_S_U758K501B
55,55,S1076001_S_193386930013,laptop,聯想,LENOVO L340-15IWL (81LG00GQHH) 手提電腦,4020.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-L34015IWL-81LG00GQHH-手提電腦/p/S1076001_S_193386930013
56,56,H0710001_S_LBB-P5-LGRY,laptop,PKG,DURHAM LBB 背包 淺灰,430.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/電子電器/電子電器/電腦及週邊設備/手提電腦/DURHAM-LBB-背包-淺灰/p/H0710001_S_LBB-P5-LGRY
57,57,S1076001_S_021200527920,laptop,3M,直立式手提電腦平台,208.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/直立式手提電腦平台/p/S1076001_S_021200527920
